stop_id,stop_name,stop_lat,stop_lon,stop_desc
1497976269,Innominada,-17.4184115,-66.3830786,2(1-119)
1497976640,Innominada,-17.4179505,-66.38412000000001,2(1-119)
9179480580,Innominada,-17.4178131,-66.3844875,2(1-119)
1497976317,Innominada,-17.417524,-66.38513800000001,2(1-119)
1497976243,Innominada,-17.416527900000002,-66.3877348,2(1-119)
3094083766,Innominada,-17.439853600000003,-66.35935020000001,1(119)
3094084015,Innominada,-17.441703,-66.3580975,1(119)
3094084759,Innominada,-17.444298500000002,-66.3524278,1(119)
3094084635,Innominada,-17.443613300000003,-66.3483532,1(119)
3094084863,Innominada,-17.445391700000002,-66.34310930000001,1(119)
3094085038,Innominada,-17.446625100000002,-66.34106030000001,1(119)
6448376738,Calle 6 de Agosto,-17.453429500000002,-66.35810790000001,1(119)
3094085784,Innominada,-17.452684,-66.35922430000001,1(119)
3094085509,Innominada,-17.451831100000003,-66.35929780000001,1(119)
3094085429,Innominada,-17.451429500000003,-66.3603551,1(119)
3788608562,Calle Urinsaya,-17.4509292,-66.3620489,1(119)
3788604638,Calle Urinsaya,-17.449821200000002,-66.36402260000001,1(119)
1744586811,Calle Urinsaya,-17.448005900000002,-66.3672815,1(119)
1744586647,Calle Urinsaya,-17.446735200000003,-66.3689069,1(119)
